id_senha,agencia,codigo_agencia,numero_balcao,tipo_servico,data_atendimento,hora_chegada,hora_atendimento,hora_fim,tempo_espera_min,tempo_atendimento_min,status_atendimento,prioridade,funcionario_id,capacidade_balcao,observacoes
SNH0008908,Benfica,KXM-BEN,4,Transferência,04/01/2025,,14:56,15:37,10,41,Atendido, Normal,FUN0040,4,Sem energia - sistema reiniciado
SNH0017637,Viana,KXM-VIA,2,Actualização de Dados,15/02/2025,08:48,09:36,10:05,48,29,Atendido,Idoso,FUN0038,4,
SEN-0009927,Cazenga,KXM-CAZ,1,Depósito,2025/03/24,12:04,13:23,13:26,79,3,Atendido,Normal,FUN0044,4,
SNH0008396,Cazenga,KXM-CAZ,2,Pagamento de Serviços,2025-01-11,08:47,09:57,,70,34,Atendido,Normal,FUN0001,4,Falta de documentos
SNH0015249,Rangel,KXM-RAN,2,Levantamento,2025/02/07,14:19,11:33,,68,4,Desistiu,Normal,FUN0049,4,Cliente voltará amanhã
SNH0002162,Ingombota,KXM-ING,4,Levantamento,06/03/2025,10:35,12:23,12:33,108,10,Atendido,Normal,FUN0043,4,
SNH0000194,Cazenga,KXM-CAZ,2,Depósito,27/01/2025,10:07,14:23,10:02,107,42,Atendido,Gestante,FUN0008,4,Impressora com falha
SNH0009508,Talatona,KXM-TAL,4,Pagamento de Serviços,27-02-2025,09:14,10:35,10:47,81,12,Reagendado,Normal,FUN0018,4,
SNH0019623,Rangel,KXM-RAN,3,Pagamento de Serviços,22/03/2025,12:51,12:32,08:17,39,6,Atendido,Gestante,FUN0007,4,Problema com o cartão
SNH0018851,Miramar,KXM-MIR,1,Depósito,2025-02-07,12:47,13:40,14:02,53,22,Atendido,Normal,FUN0037,4,Impressora com falha
SNH0013918,Miramar,KXM-MIR,2,Abertura de Conta,13/03/2025,10:39,10:44,11:25,5,41,Atendido,Empresa,FUN0002,4,Falta de documentos
SNH0016560,Ingombota,KXM-ING,2,Depósito,2025-02-14,13:44,15:41,08:05,10,23,Atendido,Empresa,FUN0008,4,
SNH0002350,Miramar,KXM-MIR,1,Credito,05/02/2025,14:55,15:17,15:32,22,15,Reagendado,Normal,FUN0047,4,Atendimento prioritário solicitado
SNH0009623,Rangel,KXM-RAN,1,Crédito,18/03/2025,10:48,12:33,13:12,105,39,Atendido,Normal,FUN0008,4,Cliente voltará amanhã
SNH0006681,Viana,KXM-VIA,4,Crédito,13/03/2025,09:02,10:06,10:14,64,8,Atendido,Normal,FUN0015,4,Atendimento prioritário solicitado
SNH0012143,Ingombota,KXM-ING,1,Transferência,18/03/2025,12:43,14:30,,0,38,Desistiu,Empresa,FUN0003,4,
SNH0018419,Benfica,KXM-BEN,1,Abertura de Conta,2025-02-06,10:54,12:13,12:32,79,19,Atendido,Normal,FUN0019,4,
SNH0003857,Ingombota,KXM-ING,2,Abertura de Conta,30/01/2025,09:28,10:20,10:39,52,19,Atendido,Normal,FUN0003,4,Cliente satisfeito
SNH0014080,Ingombota,KXM-ING,4,Transferência,11/03/2025,13:10,14:26,14:29,76,3,Atendido,Normal,FUN0041,4,Atendimento prioritário solicitado
SNH0013118,Viana,KXM-VIA,3,Depósito,21/01/2025,10:01,10:13,10:28,12,15,Atendido,Gestante,FUN0048,4,Cliente voltará amanhã
SNH0010756,Talatona,KXM-TAL,4,Levantamento,2025/03/10,08:09,08:28,08:53,19,25,Atendido,Normal,FUN0032,4,Problema com o cartão
SNH0018903,Viana,KXM-VIA,3,Crédito,2025/03/22,08:00,08:38,09:02,38,24,Desistiu,Gestante,FUN0020,4,Cliente voltará amanhã
SNH0002854,Viana ,KXM-MIR,4,Transferência,2025-03-12,12:56,13:17,,21,39,Desistiu,Normal,FUN0004,4,Impressora com falha
SNH0002503,Cazenga,KXM-CAZ,4,Actualizacao de Dados,2025-02-08,10:11,10:32,10:56,21,24,Atendido,Idoso,FUN0023,4,
SNH0019544,Samba,KXM-SAM,4,Abertura de Conta,08/03/2025,14:09,16:01,16:09,342,8,Atendido,Empresa,FUN0023,4,Impressora com falha
SNH0017961,Kilamba ,KXM-ING,2,DEPOSITO,15/01/2025,12:36,12:39,13:17,3,38,Atendido,Normal,FUN0030,4,
SNH0016967,Viana,KXM-VIA,4,Actualização de Dados,06/01/2025,10:46,10:48,11:04,2,16,Atendido,Normal,FUN0040,4,Impressora com falha
SNH0001216,MAIANGA,KXM-MAI,1,Tranferência,17/01/2025,10:37,12:29,13:00,112,31,Atendido,Idoso,FUN0023,4,Cliente reclamou do tempo de espera
SNH0001227,Talatona,KXM-TAL,4,Depósit0,11-03-2025,10:51,11:48,12:29,57,41,Atendido,Normal,FUN0032,4,
SNH0017748,Samba,KXM-SAM,2,Levantamento,2025-01-25,08:41,08:50,09:35,9,45,Atendido,Gestante,FUN0010,4,Impressora com falha
SN9678,Miramar,KXM-MIR,3,Transferência,2025-03-06,11:07,13:06,13:29,119,23,Atendido,Gestante,FUN0002,4,Cliente voltará amanhã
SNH0004551,Samba,KXM-SAM,4,Depósito,27/01/2025,08:38,08:55,09:09,0,14,Atendido,Normal,FUN0025,4,Cliente satisfeito
SNH0007658,Rangel,KXM-RAN,1,Actualização de Dados,15/03/2025,12:08,13:52,,104,5,Desistiu,Normal,FUN0049,4,Cliente reclamou do tempo de espera
SEN-0006226,Cazenga,KXM-CAZ,2,Abertura de conta,04/01/2025,12:17,14:03,14:16,106,13,Atendido,Empresa,FUN0008,4,Atendimento prioritário solicitado
SNH0018061,Kilamba,KXM-KIL,3,Deposito,2025-02-03,11:31,11:38,11:54,7,16,Atendido,Normal,FUN0049,4,
SNH0003152,Kilamba,KXM-KIL,2,Actualização de Dados,2025-03-10,11:19,11:22,11:31,3,9,Desistiu,Idoso,FUN0013,4,
SNH0004043,Maianga,KXM-MAI,4,Actualização de Dados,24/01/2025,,12:48,,104,38,Desistiu,Normal,FUN0039,4,Cliente satisfeito
SNH0004598,Kilamba,KXM-KIL,1,Pagamento de Serviços,2025-02-26,,10:27,10:52,16,25,Atendido,Normal,FUN0046,4,Cliente voltará amanhã
SNH0016352,Kilamba,KXM-KIL,4,Levantamento,2025-01-27,13:07,14:48,,101,30,Desistiu,Normal,FUN0025,4,Cliente voltará amanhã
SNH0003615,Talatona,KXM-TAL,1,Actualizacao de Dados,2025/02/05,13:32,14:09,14:48,37,39,Atendido,Normal,FUN0048,4,Atendimento prioritário solicitado
SNH0005163,Cazenga,KXM-CAZ,3,Crédito,2025-02-12,14:12,15:58,16:40,106,42,Desistiu,Idoso,FUN0050,4,Cliente reclamou do tempo de espera
SNH0003268,Kilamba,KXM-KIL,2,Credito,03/03/2025,14:12,15:17,15:34,65,17,Atendido,Empresa,FUN0009,4,
SNH0010200,Benfica,KXM-BEN,1,deposito,2025-02-19,08:27,09:09,09:53,42,44,Atendido,Normal,FUN0032,4,
SNH0001801,Benfica,KXM-BEN,3,Crédito,16-01-2025,08:46,10:30,,104,17,Atendido,Idoso,FUN0047,4,Problema com o cartão
SNH0001191,Maianga,KXM-MAI,4,Transferência,2025-01-28,12:26,14:03,14:21,97,18,Atendido,Idoso,FUN0043,4,Cliente voltará amanhã
SNH0006465,Cazenga,KXM-CAZ,2,Actualização de Dados,21/01/2025,14:55,16:17,16:41,82,24,Atendido,Idoso,FUN0020,4,
SNH0017137,Miramar,KXM-MIR,4,Levantamento,03/03/2025,12:05,13:18,13:47,73,29,Reagendado,Normal,FUN0042,4,Sistema lento
SNH0002307,Talatona,KXM-TAL,1,Transferência,17/02/2025,13:41,13:52,14:07,11,15,Atendido,Normal,FUN0029,4,Cliente satisfeito
SNH0005391,Samba,KXM-SAM,2,Depósito,2025-03-15,11:41,12:34,12:58,0,24,Atendido,Idoso,FUN0030,4,
SNH0014218,Maianga,KXM-MAI,2,Crédito,2025/03/15,12:25,13:54,14:03,89,9,Atendido,Gestante,FUN0028,4,
SNH0014743,Benfica,KXM-BEN,1,Depósito,24/02/2025,13:52,15:30,15:53,98,23,Reagendado,Normal,FUN0009,4,Problema com o cartão
SNH0011982,Kilamba,KXM-KIL,2,Depósito,2025/03/31,13:43,15:27,15:52,104,25,Atendido,Empresa,FUN0011,4,Cliente voltará amanhã
SNH0002981,Viana,KXM-VIA,2,Crédito,2025-01-13,09:29,09:54,10:37,25,43,Atendido,Empresa,FUN0040,4,Problema com o cartão
SNH0003691,Benfica,KXM-BEN,1,Transferência,2025-03-19,09:02,10:55,11:10,113,15,Atendido,Empresa,FUN0022,4,Falta de documentos
SNH0014254,Ingombota,KXM-ING,4, Levantamento,29-01-2025,14:00,15:43,,103,10,Desistiu,Normal,FUN0010,4,Cliente satisfeito
SNH0019711,Miramar,KXM-MIR,4,Crédito,19/03/2025,14:41,15:20,,39,12,Desistiu,Empresa,FUN0028,4,
SNH0012162,Maianga,KXM-MAI,3,Abertura de Conta,2025-01-13,09:28,09:57,10:27,0,30,Atendido,Empresa,FUN0013,4,Problema com o cartão
SNH0016126,Talatona,KXM-TAL,1,Depósito,21/01/2025,13:12,15:04,15:09,112,5,Desistiu,Gestante,FUN0006,4,
SNH0019988,Samba,KXM-SAM,4,Abertura de Conta,2025-01-20,09:19,10:23,11:05,64,42,Atendido,Normal,FUN0047,4,
SNH0008931,Maianga,KXM-MAI,2,Crédito,22/01/2025,14:25,15:48,16:25,-20,37,Atendido,Normal,FUN0050,4,Cliente voltará amanhã
SNH0012801,Miramar,KXM-MIR,1,Pagamento de Serviços,2025-03-25,11:47,11:57,12:19,10,22,Atendido,Normal,FUN0009,4,
SNH0018824,Maianga,KXM-MAI,4,deposito,22/03/2025,14:07,14:09,14:46,2,37,Reagendado,Normal,FUN0038,4,
SNH0004590,MAIANGA,KXM-CAZ,2,Crédito,27/01/2025,,11:30,11:45,13,15,Reagendado,Normal,FUN0005,4,
SNH0008665,Maianga,KXM-MAI,4,Actualização de Dados,13/02/2025,12:21,14:08,14:23,107,15,Atendido,Empresa,FUN0049,4,Atendimento prioritário solicitado
SNH0018036,Benfica,KXM-BEN,4,Levantamento,08/02/2025,12:33,13:19,13:41,46,22,Atendido,Empresa,FUN0030,4,
SNH0007693,Viana,KXM-VIA,1,Levantamento,2025-02-19,12:13,14:11,14:40,118,29,Atendido,Normal,FUN0040,4,
SNH0005093,Viana,KXM-VIA,2,Depósito,01-02-2025,09:55,11:39,11:55,104,16,Atendido,Idoso,FUN0006,4,Cliente voltará amanhã
SNH0018560,Kilamba,KXM-KIL,1,Transferência,03/03/2025,13:41,15:27,15:58,106,31,Atendido,Normal,FUN0002,4,
SNH0004580,Viana,KXM-VIA,1,Abertura de Conta,24/02/2025,09:05,11:05,,120,39,Desistiu,Normal,FUN0006,4,
SNH0008145,Maianga,KXM-MAI,2,Depósito,2025-03-18,10:02,11:22,11:27,80,5,Atendido,Normal,FUN0044,4,Atendimento prioritário solicitado
SNH0010514,Samba,KXM-SAM,3,Abertura de Conta,29/03/2025,09:54,11:19,11:45,85,26,Atendido,Normal,FUN0026,4,Sem energia - sistema reiniciado
SNH0010984,Maianga,KXM-MAI,4,Crédito,07/01/2025,12:49,12:51,13:02,2,11,Atendido,Normal,FUN0005,4,
SNH0014644,Benfica,KXM-BEN,1,Pagamento de Serviços,03/02/2025,14:40,15:24,15:41,44,17,Reagendado,Normal,FUN0044,4,
SN15291,Kilamba,KXM-KIL,3,Abertura de Conta,2025-03-26,14:14,16:14,16:44,120,30,Atendido,Normal,FUN0043,4,Atendimento prioritário solicitado
SNH0015090,Cazenga,KXM-CAZ,1,Depósito,20/03/2025,13:09,14:39,14:48,90,9,Atendido,Normal,FUN0002,4,Cliente reclamou do tempo de espera
SNH0008818,Samba,KXM-SAM,3,Levantamento,21/02/2025,10:00,10:01,,1,44,Atendido,Normal,FUN0016,4,Sem energia - sistema reiniciado
SNH0018238,Ingombota,KXM-ING,4,Pagamento de Serviços,06/01/2025,10:35,10:47,11:10,12,23,Atendido,Normal,FUN0034,4,
SNH0019696,Kilamba,KXM-KIL,4,Crédito,31/03/2025,12:27,15:03,09:27,87,21,Atendido,Normal,FUN0039,4,Cliente satisfeito
SNH0000380,Cazenga,KXM-CAZ,2,Levantamento,2025/01/21,14:37,14:59,15:33,22,34,Atendido,Normal,FUN0043,4,Impressora com falha
SNH0014430,Samba,KXM-SAM,3,Transferência,10/03/2025,12:48,14:20,15:01,92,41,Atendido,Normal,FUN0022,4,Cliente reclamou do tempo de espera
SNH0012549,Talatona,KXM-TAL,3,Depósito,13/01/2025,09:13,10:41,,88,7,Desistiu,Idoso,FUN0032,4,Cliente reclamou do tempo de espera
SNH0015468,Viana,KXM-VIA,1,Depósito,03/01/2025,11:37,12:47,13:15,70,28,Atendido,Empresa,FUN0011,4,Atendimento prioritário solicitado
SNH0001539,Samba,KXM-SAM,4,,09-01-2025,11:41,12:06,12:46,25,40,Atendido,Normal,FUN0006,4,
SNH0000150,Benfica,KXM-BEN,3,Levantamento,08/03/2025,10:52,11:27,12:10,35,43,Atendido,Normal,FUN0042,4,Problema com o cartão
SNH0002241,Viana,KXM-VIA,2,pagamento de serviços,2025/01/29,13:14,13:53,14:13,39,20,Desistiu,Normal,FUN0050,4,Cliente voltará amanhã
SNH0007578,Samba,KXM-SAM,1,Transferência,2025-01-11,09:20,10:17,10:26,57,9,Atendido,Normal,FUN0049,4,
SNH0002490,Benfica,KXM-BEN,3,Actualização de Dados,2025-03-03,10:30,11:09,11:21,39,12,Atendido,Normal,FUN0022,4,
SNH0019819,Maianga,KXM-MAI,4,Transferência,29-03-2025,14:13,14:28,14:43,0,-19,Atendido,Empresa,FUN0010,4,Impressora com falha
SNH0006296,Cazenga,KXM-CAZ,1, Levantamento,27/01/2025,,09:55,,30,18,Desistiu, Normal,FUN0024,4,Falta de documentos
SNH0005148,Kilamba,KXM-KIL,4, Levantamento,17/03/2025,14:59,15:47,16:29,48,42,Reagendado,Normal,FUN0026,4,Cliente reclamou do tempo de espera
SNH0008055,Rangel,KXM-RAN,4,Abertura de Conta,2025/01/17,09:22,11:10,11:42,108,32,Atendido,Normal,FUN0031,4,
SNH0017835,Rangel,KXM-RAN,2,Depósito,04/02/2025,10:14,11:37,11:50,83,13,Atendido,Empresa,FUN0031,4,Impressora com falha
SNH0017940,Cazenga,KXM-CAZ,4,Transferência,2025-01-21,12:09,13:14,13:43,65,29,Atendido,Normal,FUN0040,4,
SNH0005108,Miramar,KXM-MIR,4,DEPOSITO,2025/02/03,09:46,10:31,10:46,45,15,Atendido,Normal,FUN0024,4,Sistema lento
SNH0006110,Cazenga,KXM-CAZ,1,Crédito,13/01/2025,11:08,11:20,11:23,12,3,Atendido,Empresa,FUN0049,4,Cliente voltará amanhã
SNH0008552,Miramar,KXM-MIR,2,,2025/02/01,,14:50,,46,25,Desistiu,Normal,FUN0032,4,Impressora com falha
SEN-0018421,Maianga,KXM-MAI,1,Credito,2025-02-24,14:15,15:54,16:14,99,20,Atendido,Normal,FUN0041,4,Cliente satisfeito
SNH0003765,Samba,KXM-SAM,3,deposito,2025-01-17,09:48,10:06,10:47,18,41,Atendido,Empresa,FUN0011,4,Atendimento prioritário solicitado
SNH0010165,Cazenga,KXM-CAZ,3, Levantamento,10/03/2025,13:11,13:34,,23,13,Desistiu,Normal,FUN0016,4,Cliente satisfeito
SN878,Maianga,KXM-MAI,1,Transferência,2025/03/11,12:11,13:57,14:34,106,37,Atendido,Empresa,FUN0022,4,Cliente voltará amanhã
SEN-0017795,Viana,KXM-VIA,4,Levantamento,2025-02-27,13:08,13:50,14:24,42,34,Atendido,Normal,FUN0018,4,Impressora com falha
SNH0008545,Rangel,KXM-RAN,3,Crédito,2025-03-17,10:09,10:54,11:32,45,38,Atendido,Empresa,FUN0028,4,Sistema lento
SNH0014856,Benfica,KXM-BEN,3,Levantamento,2025/01/15,12:44,14:03,14:07,79,4,Atendido,Normal,FUN0012,4,Falta de documentos
SNH0007004,Rangel,KXM-RAN,2,Abertura de Conta,27-01-2025,10:24,10:43,11:07,19,24,Atendido,Normal,FUN0013,4,Falta de documentos
SNH0006045,Miramar,KXM-MIR,2,Crédito,02/01/2025,10:18,12:14,12:23,116,9,Atendido,Normal,FUN0042,4,Impressora com falha
SNH0009550,Cazenga,KXM-CAZ,1,Levantamento,2025-01-23,13:01,14:29,15:05,88,36,Atendido,Empresa,FUN0031,4,
SNH0012245,Benfica,KXM-BEN,3,Levantamento,2025/02/10,09:58,11:35,11:42,97,7,Atendido,Gestante,FUN0026,4,Problema com o cartão
SNH0018784,Cazenga,KXM-CAZ,2,Crédito,2025-01-08,12:12,12:16,12:54,4,38,Atendido,Empresa ,FUN0033,4,Problema com o cartão
SNH0011500,Cazenga,KXM-CAZ,1,Transferência,07/02/2025,14:42,15:45,15:59,63,-20,Atendido,Gestante,FUN0012,4,Falta de documentos
SEN-0017615,Kilamba,KXM-KIL,2, Levantamento,05/02/2025,11:27,12:45,13:11,78,26,Atendido,Normal,FUN0008,4,
SNH0010123,Benfica,KXM-BEN,2,Transferência,06/01/2025,12:42,13:34,14:08,52,34,Atendido,Gestante,FUN0009,4,Sistema lento
SNH0006989,Kilamba,KXM-KIL,4,Transferência,2025/01/22,,10:12,10:47,88,35,Atendido,Normal,FUN0049,4,
SNH0001456,Benfica,KXM-BEN,2,Depósito,2025-02-01,09:58,10:00,,2,43,Desistiu,Normal,FUN0019,4,Problema com o cartão
SNH0001202,Viana,KXM-VIA,4,Transferência,10/01/2025,14:54,15:10,15:21,16,11,Reagendado,Gestante,FUN0011,4,
SNH0005512,Cazenga,KXM-CAZ,1,Levantamento,15-02-2025,11:20,11:37,12:15,17,38,Desistiu,Normal,FUN0016,4,Impressora com falha
SNH0018763,Rangel,KXM-RAN,2,Actualização de Dados,2025/03/29,08:57,10:57,,120,24,Desistiu,Normal,FUN0003,4,
SNH0002525,Viana,KXM-VIA,2,Pagamento de Serviços,2025-01-13,13:16,13:35,13:39,19,4,Atendido,Normal,FUN0001,4,Problema com o cartão
SNH0005566,Talatona,KXM-TAL,3,Actualização de Dados,29/01/2025,14:25,15:58,16:13,93,15,Atendido,Normal,FUN0047,4,Cliente satisfeito
SNH0011883,Talatona,KXM-TAL,4,Pagamento de Serviços,2025/02/07,12:32,13:43,14:18,71,35,Atendido,Normal,FUN0024,4,
SNH0000156,Viana,KXM-VIA,4, Levantamento,2025-01-27,,09:34,09:38,27,4,Atendido, Normal,FUN0024,4,Problema com o cartão
SNH0006479,Benfica,KXM-BEN,1,Crédito,14/02/2025,13:45,13:45,14:30,0,45,Desistiu,Normal,FUN0016,4,Sem energia - sistema reiniciado
SNH0014716,Maianga,KXM-MAI,1,Crédito,17/01/2025,14:41,16:02,16:19,81,17,Atendido,Normal,FUN0040,4,Atendimento prioritário solicitado
SNH0004980,Rangel,KXM-RAN,4,Pagamento de Serviços,2025/01/21,13:54,15:38,16:01,104,23,Atendido, Normal,FUN0010,4,Falta de documentos
SNH0007587,Maianga,KXM-MAI,1,Tranferência,19/02/2025,10:34,12:06,12:12,92,6,Atendido,Empresa ,,4,
SNH0015235,Samba,KXM-SAM,1,Pagamento de Serviços,2025-01-06,08:56,10:23,10:26,87,3,Atendido,Normal,FUN0034,4,Atendimento prioritário solicitado
SNH0003275,Cazenga,KXM-CAZ,3,Crédito,04/01/2025,12:19,12:35,13:03,16,28,Reagendado,Normal,FUN0020,4,Atendimento prioritário solicitado
SNH0013559,Kilamba,KXM-KIL,1,Pagamento de Serviços,22/02/2025,11:36,13:54,09:03,10,16,Desistiu,Normal,FUN0012,4,
SNH0018065,Rangel,KXM-RAN,2,Transferência,2025-01-10,13:56,14:06,14:38,10,32,Atendido,Normal,FUN0014,4,
SNH0004374,Samba,KXM-SAM,3,Levantamento,13/02/2025,14:01,15:42,16:07,101,25,Atendido,Normal,FUN0022,4,Sem energia - sistema reiniciado
SNH0002939,Talatona,KXM-TAL,3,Abertura de Conta,2025/02/06,13:32,15:43,09:17,14,11,Atendido,Normal,FUN0048,4,Cliente reclamou do tempo de espera
SNH0007262,Viana,KXM-VIA,1,Abertura de Conta,2025/03/11,13:09,14:51,10:59,4,43,Desistiu,Normal,FUN0029,4,
SNH0016110,Miramar,KXM-MIR,2,Levantamento,10/03/2025,10:26,11:02,11:16,36,14,Atendido,Idoso,FUN0040,4,Sistema lento
SNH0010575,Talatona,KXM-TAL,2,Crédito,28-03-2025,12:25,13:51,14:08,86,17,Atendido,Gestante,FUN0048,4,
SEN-0009532,Viana,KXM-VIA,3,Crédito,2025-02-12,12:27,14:22,14:41,115,19,Atendido,gestante,FUN0034,4,Sistema lento
SNH0006356,Talatona,KXM-TAL,4,Abertura de Conta,2025-03-14,14:56,15:26,16:11,0,45,Reagendado,Idoso,FUN0024,4,Falta de documentos
SNH0015320,Maianga,KXM-MAI,1,Depósito,25/03/2025,10:55,12:17,12:58,82,41,Atendido,Gestante,FUN0029,4,Cliente satisfeito
SNH0012537,Viana,KXM-VIA,2,Crédito,2025-02-14,12:22,13:58,14:16,96,18,Atendido,Empresa,FUN0024,4,Cliente satisfeito
SNH0012628,Maianga,KXM-MAI,4,Abertura de Conta,20/02/2025,09:07,11:00,11:33,113,33,Atendido,Normal,FUN0015,4,Cliente voltará amanhã
SNH0019965,Samba,KXM-SAM,2,Abertura de Conta,2025-02-18,10:01,10:12,10:43,11,31,Atendido,Normal,FUN0004,4,Sem energia - sistema reiniciado
SNH0014345,Miramar,KXM-MIR,4, Levantamento,27/03/2025,10:22,12:22,12:56,120,34,Atendido,Idoso,FUN0022,4,Cliente satisfeito
SNH0004044,Samba,KXM-SAM,1,Levantamento,2025/02/19,13:22,14:36,14:58,74,22,Atendido,Normal,FUN0038,4,Problema com o cartão
SEN-0009656,Miramar,KXM-MIR,2,pagamento de serviços,2025-01-08,13:00,14:51,15:01,111,10,Atendido,Normal,FUN0043,4,Sem energia - sistema reiniciado
SNH0006355,Kilamba,KXM-KIL,1,Abertura de Conta,2025/01/10,13:10,13:32,14:09,22,37,Atendido,Idoso,FUN0013,4,Impressora com falha
SNH0013080, Cazenga,KXM-MIR,4,Transferência,22/03/2025,09:13,10:03,10:32,50,29,Atendido,Normal,,4,
SNH0018230,Viana,KXM-VIA,1,Levantamento,22/02/2025,14:34,15:23,15:46,49,-16,Atendido,Empresa,FUN0002,4,Cliente voltará amanhã
SNH0007342,Viana,KXM-VIA,3,,24/01/2025,10:16,11:29,12:10,73,41,Atendido,Normal,FUN0042,4,
SNH0014196,Samba,KXM-SAM,2,Crédito,2025-01-24,12:09,12:40,12:43,31,3,Atendido,Normal,FUN0022,4,
SNH0014079,Viana,KXM-VIA,3,Pagamento de Serviços,2025-01-30,08:40,10:23,10:34,103,11,Atendido,Normal,FUN0006,4,Sem energia - sistema reiniciado
SNH0009537,Ingombota,KXM-ING,1,Abertura de Conta,2025-01-27,10:18,11:49,12:16,91,27,Atendido,Normal,FUN0033,4,Cliente satisfeito
SNH0001817,Cazenga,KXM-CAZ,4,Actualização de Dados,15/03/2025,10:24,15:36,09:41,0,42,Reagendado, Normal,FUN0021,4,Problema com o cartão
SNH0007622,Viana,KXM-VIA,1,Crédito,2025-03-05,08:32,09:26,09:29,54,3,Reagendado,Empresa,FUN0049,4,
SNH0009010,Ingombota,KXM-ING,1,Abertura de Conta,25/01/2025,11:56,13:24,13:48,88,24,Atendido,Normal,FUN0036,4,Sem energia - sistema reiniciado
SNH0019860,Viana,KXM-VIA,3,Credito,16/01/2025,13:06,13:16,14:00,10,-10,Atendido,Idoso,FUN0041,4,
SN7640,Ingombota,KXM-ING,4,Actualização de Dados,12/02/2025,10:09,11:27,11:46,78,19,Atendido,Empresa,FUN0001,4,Problema com o cartão
SNH0004068,Benfica,KXM-BEN,2,Abertura de Conta,2025-02-17,08:56,09:02,09:41,6,39,Atendido,Empresa ,FUN0046,4,Cliente reclamou do tempo de espera
SNH0006552,Benfica,KXM-BEN,3,Deposito,10/01/2025,10:57,12:50,13:06,113,16,Atendido,Normal,FUN0018,4,Cliente reclamou do tempo de espera
SNH0013266,Miramar,KXM-MIR,1,Levantamento,2025-03-28,12:01,12:31,,30,33,Desistiu, Normal,FUN0020,4,
SNH0004437,Benfica,KXM-BEN,4,Transferência,12/03/2025,,15:25,15:51,86,26,Desistiu,Idoso,FUN0017,4,Cliente reclamou do tempo de espera
SN11049,Kilamba,KXM-KIL,1,Actualizacao de Dados,2025-02-06,09:29,10:10,,41,24,Atendido,Empresa,FUN0047,4,Cliente voltará amanhã
SNH0019034,Rangel,KXM-RAN,2,Depósito ,2025/03/03,14:47,16:18,17:00,91,42,Atendido,Empresa,FUN0037,4,Cliente reclamou do tempo de espera
SN16141,Maianga,KXM-MAI,3,Levantamento,31-01-2025,12:59,13:56,14:06,57,10,Atendido,Normal,FUN0050,4,Atendimento prioritário solicitado
SNH0006361,Rangel,KXM-RAN,2,CRÉDITO,24/03/2025,13:43,14:56,,73,8,Desistiu,Normal,FUN0006,4,
SNH0016681,Kilamba ,KXM-MAI,2,Actualização de Dados,23/01/2025,09:47,10:11,10:41,24,30,Atendido,Normal,FUN0038,4,Atendimento prioritário solicitado
SNH0002624,MAIANGA,KXM-TAL,4,Depósito,08/03/2025,12:25,13:56,14:18,91,22,Atendido,Normal,FUN0017,4,
SNH0001410,Rangel,KXM-RAN,1,Depósito ,2025-03-24,12:56,13:40,14:06,44,26,Atendido,Gestante,FUN0041,4,Problema com o cartão
SNH0004927,Miramar,KXM-MIR,2,Depósito,2025-03-22,14:12,14:59,15:11,47,12,Atendido,Idoso,FUN0036,4,
SNH0008855,Miramar,KXM-MIR,1,Crédito,07/03/2025,13:47,14:07,14:34,-6,27,Atendido,Gestante,FUN0030,4,Cliente satisfeito
SNH0003245,Viana ,KXM-BEN,1,Depósito,2025/02/24,12:22,13:09,13:33,0,24,Atendido,Normal,FUN0038,4,Falta de documentos
SNH0017509,Kilamba,KXM-KIL,3,pagamento de serviços,2025-02-22,10:22,10:54,11:15,32,21,Atendido,Normal,FUN0014,4,Atendimento prioritário solicitado
SNH0007445,Talatona,KXM-TAL,2,Levantamento,2025-03-12,10:43,12:31,12:36,108,5,Atendido,Empresa,FUN0008,4,Cliente satisfeito
SNH0002615,Maianga,KXM-MAI,4,pagamento de serviços,24/01/2025,12:28,13:28,,60,44,Desistiu,Empresa,FUN0046,4,Impressora com falha
SNH0005686,Samba,KXM-SAM,1,Depósito ,06/01/2025,13:32,13:40,13:53,8,13,Atendido,Empresa,FUN0049,4,Problema com o cartão
SNH0016920,Viana,KXM-VIA,3,Actualização de Dados,2025-02-27,14:13,14:26,14:58,0,32,Atendido,Normal,FUN0001,4,Impressora com falha
SNH0004489,Rangel,KXM-RAN,3,Abertura de Conta,06/01/2025,13:15,14:01,14:04,46,3,Atendido,Normal,,4,Atendimento prioritário solicitado
SNH0000333,Benfica,KXM-BEN,2,Transferência,2025/01/20,12:44,13:41,13:46,57,5,Atendido,Normal,FUN0040,4,
SNH0004955,Maianga,KXM-MAI,4,pagamento de serviços,2025-01-14,12:27,14:06,14:28,99,22,Atendido,Idoso,FUN0005,4,Sistema lento
SNH0017648,Benfica,KXM-BEN,4,Pagamento de Serviços,27/01/2025,10:15,11:33,,78,22,Atendido,Empresa,FUN0028,4,Falta de documentos
SNH0013943,Samba,KXM-SAM,1,Abertura de Conta,18/03/2025,13:50,14:24,14:49,34,25,Atendido,Normal,FUN0011,4,
SNH0013963,Talatona,KXM-TAL,2,Abertura de Conta,24/03/2025,14:22,15:02,15:27,40,25,Desistiu,Idoso,FUN0015,4,Sistema lento
SNH0009329,Kilamba,KXM-KIL,1,Abertura de Conta,26/02/2025,09:09,10:05,,56,8,Desistiu,Normal,FUN0005,4,
SNH0002569,Viana,KXM-VIA,2,Abertura de Conta,08/03/2025,,09:32,09:54,77,22,Atendido,gestante,FUN0022,4,Atendimento prioritário solicitado
